Ticket_ID,Priority_Level,inferred_severity,mismatch,mismatch_type,severity_delta,Resolution_Time_Hours,Satisfaction_Score,Issue_Category
TKT-102284,Low,Low,0,Consistent,0,46,5,Account
TKT-102285,Medium,Low,1,False Alarm,-1,44,1,Billing
TKT-102286,Low,Low,0,Consistent,0,2,5,Technical
TKT-102287,Low,Low,0,Consistent,0,15,1,General Inquiry
TKT-102288,Medium,Medium,0,Consistent,0,18,5,Billing
TKT-102289,Critical,Low,1,False Alarm,-3,4,5,Fraud
TKT-102290,High,Low,1,False Alarm,-2,4,4,Technical
TKT-102291,Low,Low,0,Consistent,0,14,5,Technical
TKT-102292,Low,Low,0,Consistent,0,5,3,Billing
TKT-102293,Critical,Low,1,False Alarm,-3,7,4,Technical
TKT-102294,High,Low,1,False Alarm,-2,18,3,Billing
TKT-102295,Medium,Low,1,False Alarm,-1,10,5,Account
TKT-102296,Critical,Low,1,False Alarm,-3,19,4,Fraud
TKT-102297,Medium,Low,1,False Alarm,-1,36,4,General Inquiry
TKT-102298,Medium,Low,1,False Alarm,-1,16,5,Account
TKT-102299,Medium,Low,1,False Alarm,-1,78,3,Billing
TKT-102300,High,Low,1,False Alarm,-2,7,4,Technical
TKT-102301,High,Low,1,False Alarm,-2,11,4,Fraud
TKT-102302,Medium,Low,1,False Alarm,-1,20,5,General Inquiry
TKT-102303,Low,Low,0,Consistent,0,7,1,General Inquiry
TKT-102304,High,Medium,1,False Alarm,-1,36,4,Technical
TKT-102305,High,Low,1,False Alarm,-2,18,2,Fraud
TKT-102306,High,Medium,1,False Alarm,-1,31,4,Technical
TKT-102307,Low,Low,0,Consistent,0,18,2,Billing
TKT-102308,Medium,Low,1,False Alarm,-1,120,5,General Inquiry
TKT-102309,Medium,Low,1,False Alarm,-1,66,5,Account
TKT-102310,Medium,Low,1,False Alarm,-1,46,2,General Inquiry
TKT-102311,Medium,Low,1,False Alarm,-1,2,5,Billing
TKT-102312,Low,Medium,1,Hidden Crisis,1,56,4,Account
TKT-102313,High,Low,1,False Alarm,-2,14,4,Technical
TKT-102314,Low,Low,0,Consistent,0,50,5,Account
TKT-102315,Medium,Low,1,False Alarm,-1,54,3,Billing
TKT-102316,Low,Medium,1,Hidden Crisis,1,14,3,Billing
TKT-102317,Medium,Low,1,False Alarm,-1,62,4,Billing
TKT-102318,Low,Low,0,Consistent,0,29,3,Billing
TKT-102319,Medium,Low,1,False Alarm,-1,12,4,General Inquiry
TKT-102320,Critical,Low,1,False Alarm,-3,20,4,Fraud
TKT-102321,Medium,Low,1,False Alarm,-1,5,5,Account
TKT-102322,High,Low,1,False Alarm,-2,19,3,Billing
TKT-102323,Low,Low,0,Consistent,0,55,5,Account
TKT-102324,Low,Low,0,Consistent,0,39,4,General Inquiry
TKT-102325,Low,Low,0,Consistent,0,45,5,General Inquiry
TKT-102326,High,Low,1,False Alarm,-2,120,3,Billing
TKT-102327,Low,Low,0,Consistent,0,32,1,Billing
TKT-102328,High,Medium,1,False Alarm,-1,30,3,Technical
TKT-102329,Critical,Medium,1,False Alarm,-2,42,5,Technical
TKT-102330,Low,Medium,1,Hidden Crisis,1,93,1,Technical
TKT-102331,Medium,Low,1,False Alarm,-1,3,3,General Inquiry
TKT-102332,High,Medium,1,False Alarm,-1,100,2,Fraud
TKT-102333,Low,Low,0,Consistent,0,23,2,Account
TKT-102334,Low,Low,0,Consistent,0,17,3,Account
TKT-102335,Low,Low,0,Consistent,0,19,4,Technical
TKT-102336,Medium,Medium,0,Consistent,0,56,5,Technical
TKT-102337,High,Medium,1,False Alarm,-1,13,1,Fraud
TKT-102338,Low,Medium,1,Hidden Crisis,1,2,2,Billing
TKT-102339,Medium,Low,1,False Alarm,-1,78,4,Technical
TKT-102340,Medium,Low,1,False Alarm,-1,17,5,General Inquiry
TKT-102341,High,Medium,1,False Alarm,-1,84,1,Fraud
TKT-102342,Medium,Low,1,False Alarm,-1,63,5,Account
TKT-102343,High,Low,1,False Alarm,-2,47,5,Account
TKT-102344,Low,Low,0,Consistent,0,20,4,General Inquiry
TKT-102345,Low,Low,0,Consistent,0,54,1,Billing
TKT-102346,Low,Low,0,Consistent,0,25,5,General Inquiry
TKT-102347,Critical,Medium,1,False Alarm,-2,14,1,Fraud
TKT-102348,Medium,Low,1,False Alarm,-1,6,4,Account
TKT-102349,Medium,Low,1,False Alarm,-1,38,2,Account
TKT-102350,Low,Low,0,Consistent,0,28,5,Technical
TKT-102351,Medium,Medium,0,Consistent,0,36,3,Technical
TKT-102352,High,Low,1,False Alarm,-2,14,4,Technical
TKT-102353,Low,Low,0,Consistent,0,28,3,General Inquiry
TKT-102354,High,Low,1,False Alarm,-2,14,5,Technical
TKT-102355,Low,Low,0,Consistent,0,57,4,Technical
TKT-102356,Low,Low,0,Consistent,0,22,5,Account
TKT-102357,Medium,Low,1,False Alarm,-1,17,1,Technical
TKT-102358,High,Low,1,False Alarm,-2,21,4,Technical
TKT-102359,Low,Low,0,Consistent,0,87,4,Account
TKT-102360,Medium,Low,1,False Alarm,-1,120,3,Billing
TKT-102361,Low,Low,0,Consistent,0,35,3,General Inquiry
TKT-102362,Medium,Low,1,False Alarm,-1,40,4,General Inquiry
TKT-102363,Medium,Low,1,False Alarm,-1,25,1,Billing
TKT-102364,Low,Low,0,Consistent,0,54,4,Account
TKT-102365,Low,Low,0,Consistent,0,30,1,Account
TKT-102366,Low,Low,0,Consistent,0,52,5,Billing
TKT-102367,High,Low,1,False Alarm,-2,16,4,Technical
TKT-102368,Low,Low,0,Consistent,0,69,5,General Inquiry
TKT-102369,High,Low,1,False Alarm,-2,12,4,Technical
TKT-102370,Medium,Medium,0,Consistent,0,120,4,Technical
TKT-102371,Medium,Low,1,False Alarm,-1,58,5,Account
TKT-102372,Low,Medium,1,Hidden Crisis,1,93,1,Technical
TKT-102373,Medium,Low,1,False Alarm,-1,16,2,Account
TKT-102374,Critical,Low,1,False Alarm,-3,6,2,Fraud
TKT-102375,Low,Low,0,Consistent,0,7,4,Billing
TKT-102376,Medium,Medium,0,Consistent,0,96,5,Billing
TKT-102377,Critical,Medium,1,False Alarm,-2,12,1,Fraud
TKT-102378,High,Low,1,False Alarm,-2,4,4,Technical
TKT-102379,High,Low,1,False Alarm,-2,17,1,Billing
TKT-102380,Medium,Low,1,False Alarm,-1,120,5,Account
TKT-102381,Low,Medium,1,Hidden Crisis,1,84,1,Billing
TKT-102382,High,Low,1,False Alarm,-2,47,4,Billing
TKT-102383,Medium,Low,1,False Alarm,-1,23,4,Technical
TKT-102384,Medium,Low,1,False Alarm,-1,18,5,Account
TKT-102385,Low,Low,0,Consistent,0,24,5,Billing
TKT-102386,Low,Low,0,Consistent,0,26,4,Technical
TKT-102387,Low,Low,0,Consistent,0,12,4,Account
TKT-102388,Medium,Low,1,False Alarm,-1,16,4,Technical
TKT-102389,High,Low,1,False Alarm,-2,8,4,Technical
TKT-102390,Low,Low,0,Consistent,0,2,2,Billing
TKT-102391,High,Low,1,False Alarm,-2,1,4,Account
TKT-102392,Low,Low,0,Consistent,0,15,4,General Inquiry
TKT-102393,Low,High,1,Hidden Crisis,2,46,2,Billing
TKT-102394,Medium,Low,1,False Alarm,-1,13,4,Account
TKT-102395,Medium,Low,1,False Alarm,-1,44,3,Billing
TKT-102396,High,Low,1,False Alarm,-2,12,4,General Inquiry
TKT-102397,Low,Low,0,Consistent,0,8,5,Account
TKT-102398,Low,Low,0,Consistent,0,120,3,Account
TKT-102399,Low,Low,0,Consistent,0,14,3,Billing
TKT-102400,Low,Medium,1,Hidden Crisis,1,61,1,Billing
TKT-102401,Low,Low,0,Consistent,0,40,4,Billing
TKT-102402,Low,Low,0,Consistent,0,2,5,Account
TKT-102403,Low,Low,0,Consistent,0,14,5,General Inquiry
TKT-102404,Medium,Low,1,False Alarm,-1,16,4,Technical
TKT-102405,Low,Low,0,Consistent,0,31,4,General Inquiry
TKT-102406,Medium,Low,1,False Alarm,-1,52,4,General Inquiry
TKT-102407,High,Low,1,False Alarm,-2,32,1,General Inquiry
TKT-102408,Medium,Low,1,False Alarm,-1,59,4,General Inquiry
TKT-102409,Medium,Low,1,False Alarm,-1,5,3,Billing
TKT-102410,Low,Low,0,Consistent,0,48,5,Account
TKT-102411,Low,Low,0,Consistent,0,120,4,Account
TKT-102412,Low,Low,0,Consistent,0,6,4,General Inquiry
TKT-102413,Medium,Low,1,False Alarm,-1,67,3,General Inquiry
TKT-102414,Medium,Low,1,False Alarm,-1,9,4,Account
TKT-102415,Critical,Low,1,False Alarm,-3,3,5,Fraud
TKT-102416,Low,Low,0,Consistent,0,6,5,Billing
TKT-102417,Critical,Low,1,False Alarm,-3,1,4,Technical
TKT-102418,Medium,Low,1,False Alarm,-1,2,5,Account
TKT-102419,Medium,Low,1,False Alarm,-1,30,5,Billing
TKT-102420,Low,Low,0,Consistent,0,7,4,Account
TKT-102421,Low,Low,0,Consistent,0,2,5,Account
TKT-102422,Low,Low,0,Consistent,0,23,5,General Inquiry
TKT-102423,High,Low,1,False Alarm,-2,13,4,General Inquiry
TKT-102424,High,Medium,1,False Alarm,-1,14,2,Technical
TKT-102425,Medium,Low,1,False Alarm,-1,5,5,General Inquiry
TKT-102426,Medium,Low,1,False Alarm,-1,20,5,General Inquiry
TKT-102427,Critical,Low,1,False Alarm,-3,3,3,Fraud
TKT-102428,Low,Low,0,Consistent,0,20,5,Billing
TKT-102429,Medium,Medium,0,Consistent,0,114,3,Technical
TKT-102430,Medium,Low,1,False Alarm,-1,57,5,General Inquiry
TKT-102431,Low,Low,0,Consistent,0,46,4,General Inquiry
TKT-102432,Critical,Low,1,False Alarm,-3,19,5,Fraud
TKT-102433,Low,Medium,1,Hidden Crisis,1,85,3,Billing
TKT-102434,Low,Low,0,Consistent,0,58,4,General Inquiry
TKT-102435,High,Low,1,False Alarm,-2,12,4,Technical
TKT-102436,Low,Low,0,Consistent,0,13,5,General Inquiry
TKT-102437,Medium,Low,1,False Alarm,-1,49,5,General Inquiry
TKT-102438,High,Low,1,False Alarm,-2,12,4,Account
TKT-102439,Medium,Low,1,False Alarm,-1,20,4,General Inquiry
TKT-102440,Medium,Low,1,False Alarm,-1,38,5,Account
TKT-102441,Low,Low,0,Consistent,0,41,4,General Inquiry
TKT-102442,Medium,Low,1,False Alarm,-1,32,1,Billing
TKT-102443,Medium,Low,1,False Alarm,-1,120,3,Billing
TKT-102444,Medium,Medium,0,Consistent,0,80,3,Billing
TKT-102445,Low,Medium,1,Hidden Crisis,1,78,5,Account
TKT-102446,Medium,Low,1,False Alarm,-1,28,5,General Inquiry
TKT-102447,Low,Medium,1,Hidden Crisis,1,14,5,Billing
TKT-102448,Medium,Low,1,False Alarm,-1,15,4,Billing
TKT-102449,Low,Low,0,Consistent,0,16,1,Billing
TKT-102450,Low,Medium,1,Hidden Crisis,1,28,3,Billing
TKT-102451,Low,Low,0,Consistent,0,85,5,General Inquiry
TKT-102452,Low,Low,0,Consistent,0,1,4,Account
TKT-102453,High,Low,1,False Alarm,-2,107,4,Technical
TKT-102454,High,Low,1,False Alarm,-2,14,1,Billing
TKT-102455,Low,Low,0,Consistent,0,65,4,Account
TKT-102456,Low,Medium,1,Hidden Crisis,1,25,2,Billing
TKT-102457,Medium,Medium,0,Consistent,0,52,5,Account
TKT-102458,Low,Low,0,Consistent,0,19,4,General Inquiry
TKT-102459,Low,Low,0,Consistent,0,120,5,Account
TKT-102460,Medium,Low,1,False Alarm,-1,76,3,General Inquiry
TKT-102461,Medium,Low,1,False Alarm,-1,37,5,Account
TKT-102462,Medium,Medium,0,Consistent,0,24,4,Technical
TKT-102463,Low,Medium,1,Hidden Crisis,1,37,4,Technical
TKT-102464,Medium,Low,1,False Alarm,-1,20,4,Technical
TKT-102465,Medium,Low,1,False Alarm,-1,34,3,Technical
TKT-102466,Medium,Low,1,False Alarm,-1,13,3,Billing
TKT-102467,Low,Low,0,Consistent,0,19,5,General Inquiry
TKT-102468,Medium,Low,1,False Alarm,-1,19,4,Technical
TKT-102469,Low,Low,0,Consistent,0,64,4,Account
TKT-102470,Medium,Low,1,False Alarm,-1,88,4,General Inquiry
TKT-102471,Medium,Low,1,False Alarm,-1,26,3,General Inquiry
TKT-102472,Medium,Low,1,False Alarm,-1,11,5,Technical
TKT-102473,Critical,Low,1,False Alarm,-3,2,1,Fraud
TKT-102474,Medium,Low,1,False Alarm,-1,22,5,Technical
TKT-102475,Low,Low,0,Consistent,0,5,4,Account
TKT-102476,Medium,Low,1,False Alarm,-1,4,1,Technical
TKT-102477,Low,Low,0,Consistent,0,5,2,Account
TKT-102478,Low,Medium,1,Hidden Crisis,1,82,3,Account
TKT-102479,Medium,Low,1,False Alarm,-1,33,4,Technical
TKT-102480,Low,Low,0,Consistent,0,41,3,General Inquiry
TKT-102481,Low,Low,0,Consistent,0,17,4,Account
TKT-102482,Critical,Low,1,False Alarm,-3,3,1,Fraud
TKT-102483,Medium,Low,1,False Alarm,-1,120,5,Account
TKT-102484,Low,Medium,1,Hidden Crisis,1,38,4,Technical
TKT-102485,High,Low,1,False Alarm,-2,37,4,Technical
TKT-102486,Low,Medium,1,Hidden Crisis,1,50,5,Technical
TKT-102487,Low,Low,0,Consistent,0,88,5,General Inquiry
TKT-102488,Medium,Medium,0,Consistent,0,31,4,Account
TKT-102489,Medium,Low,1,False Alarm,-1,79,5,General Inquiry
TKT-102490,Critical,Low,1,False Alarm,-3,6,4,Fraud
TKT-102491,Medium,Medium,0,Consistent,0,118,5,Technical
TKT-102492,Medium,Medium,0,Consistent,0,19,1,Billing
TKT-102493,Low,Low,0,Consistent,0,11,4,Technical
TKT-102494,Low,Medium,1,Hidden Crisis,1,68,1,General Inquiry
TKT-102495,Low,Low,0,Consistent,0,4,5,General Inquiry
TKT-102496,High,Low,1,False Alarm,-2,9,5,Technical
TKT-102497,High,Low,1,False Alarm,-2,6,4,Technical
TKT-102498,Low,Low,0,Consistent,0,114,5,General Inquiry
TKT-102499,High,Low,1,False Alarm,-2,23,4,Technical
TKT-102500,Low,Low,0,Consistent,0,52,4,Account
TKT-102501,High,Low,1,False Alarm,-2,20,5,Account
TKT-102502,Critical,Low,1,False Alarm,-3,2,5,Fraud
TKT-102503,Low,Low,0,Consistent,0,77,4,Account
TKT-102504,Medium,Medium,0,Consistent,0,6,4,Billing
TKT-102505,Medium,Low,1,False Alarm,-1,5,5,General Inquiry
TKT-102506,Low,Low,0,Consistent,0,16,4,General Inquiry
TKT-102507,Low,Low,0,Consistent,0,2,5,Technical
TKT-102508,Low,Medium,1,Hidden Crisis,1,113,5,Technical
TKT-102509,Medium,Low,1,False Alarm,-1,19,5,Technical
TKT-102510,Medium,Low,1,False Alarm,-1,46,5,General Inquiry
TKT-102511,Medium,Medium,0,Consistent,0,120,1,General Inquiry
TKT-102512,Low,Low,0,Consistent,0,37,4,Account
TKT-102513,High,Low,1,False Alarm,-2,3,5,Account
TKT-102514,Medium,Low,1,False Alarm,-1,46,3,Billing
TKT-102515,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-102516,High,Low,1,False Alarm,-2,14,4,Billing
TKT-102517,Medium,Medium,0,Consistent,0,31,3,Billing
TKT-102518,Low,Low,0,Consistent,0,120,5,Billing
TKT-102519,Low,Low,0,Consistent,0,32,4,General Inquiry
TKT-102520,Low,Low,0,Consistent,0,64,4,Account
TKT-102521,Low,Low,0,Consistent,0,36,4,General Inquiry
TKT-102522,Medium,Low,1,False Alarm,-1,10,5,Technical
TKT-102523,Medium,Low,1,False Alarm,-1,37,1,Billing
TKT-102524,Medium,Low,1,False Alarm,-1,29,4,Billing
TKT-102525,Low,Low,0,Consistent,0,32,5,General Inquiry
TKT-102526,High,Low,1,False Alarm,-2,8,1,Billing
TKT-102527,Medium,Low,1,False Alarm,-1,59,4,Account
TKT-102528,Medium,Low,1,False Alarm,-1,18,5,Technical
TKT-102529,Low,Low,0,Consistent,0,6,4,Account
TKT-102530,Medium,Low,1,False Alarm,-1,95,5,General Inquiry
TKT-102531,Medium,Low,1,False Alarm,-1,2,4,General Inquiry
TKT-102532,High,Low,1,False Alarm,-2,38,4,Fraud
TKT-102533,Medium,Low,1,False Alarm,-1,4,2,Billing
TKT-102534,Low,Low,0,Consistent,0,16,5,Technical
TKT-102535,Medium,Low,1,False Alarm,-1,56,5,General Inquiry
TKT-102536,Low,Medium,1,Hidden Crisis,1,28,1,Billing
TKT-102537,Medium,Low,1,False Alarm,-1,10,4,Technical
TKT-102538,Low,Medium,1,Hidden Crisis,1,2,2,Technical
TKT-102539,Medium,Low,1,False Alarm,-1,41,4,General Inquiry
TKT-102540,Low,Low,0,Consistent,0,92,4,General Inquiry
TKT-102541,Low,Low,0,Consistent,0,40,4,Account
TKT-102542,Low,Low,0,Consistent,0,53,4,General Inquiry
TKT-102543,Medium,Low,1,False Alarm,-1,1,5,General Inquiry
TKT-102544,Low,Low,0,Consistent,0,4,3,Billing
TKT-102545,Medium,Low,1,False Alarm,-1,28,5,General Inquiry
TKT-102546,Low,Low,0,Consistent,0,54,4,General Inquiry
TKT-102547,Medium,Low,1,False Alarm,-1,55,2,General Inquiry
TKT-102548,Medium,Low,1,False Alarm,-1,120,5,Account
TKT-102549,Critical,Low,1,False Alarm,-3,19,2,Fraud
TKT-102550,Low,Low,0,Consistent,0,33,5,General Inquiry
TKT-102551,Low,Low,0,Consistent,0,42,1,Account
TKT-102552,Critical,Low,1,False Alarm,-3,11,3,Fraud
TKT-102553,Medium,Medium,0,Consistent,0,55,4,Technical
TKT-102554,Critical,Low,1,False Alarm,-3,8,1,Fraud
TKT-102555,Low,Low,0,Consistent,0,120,5,Technical
TKT-102556,Low,Low,0,Consistent,0,5,5,Account
TKT-102557,Medium,Low,1,False Alarm,-1,5,2,Billing
TKT-102558,Critical,Low,1,False Alarm,-3,37,4,Fraud
TKT-102559,Medium,Low,1,False Alarm,-1,47,5,General Inquiry
TKT-102560,Low,Low,0,Consistent,0,76,4,General Inquiry
TKT-102561,Low,Low,0,Consistent,0,76,3,Account
TKT-102562,Low,Low,0,Consistent,0,21,3,General Inquiry
TKT-102563,Medium,Low,1,False Alarm,-1,7,4,Technical
TKT-102564,Critical,Low,1,False Alarm,-3,3,3,Fraud
TKT-102565,Low,Low,0,Consistent,0,61,5,Account
TKT-102566,Low,Low,0,Consistent,0,22,3,Technical
TKT-102567,Low,Low,0,Consistent,0,58,5,Account
TKT-102568,High,Low,1,False Alarm,-2,3,5,Billing
TKT-102569,Medium,Low,1,False Alarm,-1,3,4,Account
TKT-102570,Low,Low,0,Consistent,0,1,4,General Inquiry
TKT-102571,Low,Low,0,Consistent,0,15,1,Billing
TKT-102572,Medium,Low,1,False Alarm,-1,59,5,General Inquiry
TKT-102573,Medium,Low,1,False Alarm,-1,27,4,Billing
TKT-102574,Medium,Low,1,False Alarm,-1,7,5,General Inquiry
TKT-102575,Low,Low,0,Consistent,0,21,4,General Inquiry
TKT-102576,Critical,Low,1,False Alarm,-3,6,2,Fraud
TKT-102577,Medium,Low,1,False Alarm,-1,12,5,Account
TKT-102578,Medium,Low,1,False Alarm,-1,120,4,Billing
TKT-102579,Medium,Medium,0,Consistent,0,105,4,Technical
TKT-102580,Medium,Low,1,False Alarm,-1,5,4,Technical
TKT-102581,Medium,Medium,0,Consistent,0,48,4,Technical
TKT-102582,Medium,Low,1,False Alarm,-1,69,4,Account
TKT-102583,Medium,Low,1,False Alarm,-1,120,3,Billing
TKT-102584,Low,Low,0,Consistent,0,10,1,Billing
TKT-102585,Low,Low,0,Consistent,0,31,4,Billing
TKT-102586,Low,Low,0,Consistent,0,41,4,Billing
TKT-102587,High,Low,1,False Alarm,-2,36,4,Account
TKT-102588,Low,Low,0,Consistent,0,37,4,General Inquiry
TKT-102589,Medium,Low,1,False Alarm,-1,5,4,Technical
TKT-102590,Low,Low,0,Consistent,0,65,3,Billing
TKT-102591,Medium,Low,1,False Alarm,-1,55,1,Billing
TKT-102592,Medium,Medium,0,Consistent,0,120,5,Technical
TKT-102593,Low,Low,0,Consistent,0,120,4,General Inquiry
TKT-102594,Low,Low,0,Consistent,0,99,4,Account
TKT-102595,Medium,Medium,0,Consistent,0,32,1,Technical
TKT-102596,Medium,Low,1,False Alarm,-1,11,2,Billing
TKT-102597,Low,Low,0,Consistent,0,34,5,Account
TKT-102598,High,Low,1,False Alarm,-2,2,5,Technical
TKT-102599,Low,Low,0,Consistent,0,25,5,Account
TKT-102600,High,Low,1,False Alarm,-2,12,5,General Inquiry
TKT-102601,Low,Low,0,Consistent,0,12,2,Billing
TKT-102602,Low,Low,0,Consistent,0,5,5,Billing
TKT-102603,Low,Low,0,Consistent,0,6,4,Account
TKT-102604,Medium,Low,1,False Alarm,-1,63,5,Billing
TKT-102605,Low,Low,0,Consistent,0,6,1,Billing
TKT-102606,High,Low,1,False Alarm,-2,25,5,Account
TKT-102607,Low,Medium,1,Hidden Crisis,1,61,5,Account
TKT-102608,Medium,Low,1,False Alarm,-1,65,4,General Inquiry
TKT-102609,Medium,Medium,0,Consistent,0,43,5,Technical
TKT-102610,Low,Low,0,Consistent,0,54,2,General Inquiry
TKT-102611,Medium,Low,1,False Alarm,-1,26,4,General Inquiry
TKT-102612,Medium,Medium,0,Consistent,0,49,5,Technical
TKT-102613,Medium,Medium,0,Consistent,0,87,2,Billing
TKT-102614,High,Low,1,False Alarm,-2,12,1,Billing
TKT-102615,Medium,Low,1,False Alarm,-1,15,4,Technical
TKT-102616,Medium,Low,1,False Alarm,-1,90,4,General Inquiry
TKT-102617,Low,Low,0,Consistent,0,33,4,Account
TKT-102618,Medium,Low,1,False Alarm,-1,16,4,Technical
TKT-102619,Medium,Low,1,False Alarm,-1,31,5,Billing
TKT-102620,Medium,Low,1,False Alarm,-1,9,4,General Inquiry
TKT-102621,Low,Low,0,Consistent,0,12,4,General Inquiry
TKT-102622,Low,Medium,1,Hidden Crisis,1,73,2,General Inquiry
TKT-102623,High,Low,1,False Alarm,-2,4,1,Technical
TKT-102624,High,Low,1,False Alarm,-2,26,5,Technical
TKT-102625,Low,Low,0,Consistent,0,60,3,Account
TKT-102626,High,Low,1,False Alarm,-2,9,3,General Inquiry
TKT-102627,Critical,Low,1,False Alarm,-3,2,3,Fraud
TKT-102628,High,Medium,1,False Alarm,-1,28,4,Technical
TKT-102629,Low,Low,0,Consistent,0,84,3,Technical
TKT-102630,High,Medium,1,False Alarm,-1,74,1,Technical
TKT-102631,Medium,Low,1,False Alarm,-1,18,4,Billing
TKT-102632,Medium,Low,1,False Alarm,-1,18,4,Technical
TKT-102633,Low,Medium,1,Hidden Crisis,1,2,1,Technical
TKT-102634,High,Low,1,False Alarm,-2,15,5,Technical
TKT-102635,Medium,Low,1,False Alarm,-1,12,3,Billing
TKT-102636,Medium,Medium,0,Consistent,0,88,1,Billing
TKT-102637,Medium,Low,1,False Alarm,-1,13,3,Account
TKT-102638,Medium,Low,1,False Alarm,-1,23,4,Account
TKT-102639,High,Low,1,False Alarm,-2,8,4,General Inquiry
TKT-102640,High,Low,1,False Alarm,-2,26,4,Billing
TKT-102641,Low,Medium,1,Hidden Crisis,1,120,4,Technical
TKT-102642,High,Low,1,False Alarm,-2,6,2,Fraud
TKT-102643,Critical,Low,1,False Alarm,-3,5,4,Technical
TKT-102644,Medium,Low,1,False Alarm,-1,22,1,Billing
TKT-102645,Medium,Medium,0,Consistent,0,20,4,Billing
TKT-102646,Medium,Low,1,False Alarm,-1,96,5,Technical
TKT-102647,Medium,Low,1,False Alarm,-1,14,4,Billing
TKT-102648,High,Low,1,False Alarm,-2,6,3,Technical
TKT-102649,Medium,Medium,0,Consistent,0,56,3,Technical
TKT-102650,Medium,Low,1,False Alarm,-1,120,4,Technical
TKT-102651,Medium,Low,1,False Alarm,-1,75,5,Billing
TKT-102652,Medium,Low,1,False Alarm,-1,87,4,General Inquiry
TKT-102653,Low,Medium,1,Hidden Crisis,1,85,2,Billing
TKT-102654,Medium,Medium,0,Consistent,0,65,3,Technical
TKT-102655,Low,Low,0,Consistent,0,82,5,General Inquiry
TKT-102656,High,Medium,1,False Alarm,-1,40,4,Fraud
TKT-102657,Medium,Low,1,False Alarm,-1,10,1,Billing
TKT-102658,Low,Low,0,Consistent,0,32,3,Billing
TKT-102659,High,Medium,1,False Alarm,-1,42,3,Billing
TKT-102660,Low,Low,0,Consistent,0,69,3,Billing
TKT-102661,Medium,Low,1,False Alarm,-1,78,5,Technical
TKT-102662,Critical,Low,1,False Alarm,-3,13,3,Fraud
TKT-102663,Low,Low,0,Consistent,0,1,1,Billing
TKT-102664,Critical,Low,1,False Alarm,-3,1,5,Fraud
TKT-102665,Low,Low,0,Consistent,0,120,4,General Inquiry
TKT-102666,Medium,Low,1,False Alarm,-1,120,4,Billing
TKT-102667,Medium,Low,1,False Alarm,-1,1,2,General Inquiry
TKT-102668,Medium,Low,1,False Alarm,-1,79,4,Technical
TKT-102669,Medium,Low,1,False Alarm,-1,17,3,Billing
TKT-102670,Low,Low,0,Consistent,0,6,1,Billing
TKT-102671,Medium,Low,1,False Alarm,-1,21,5,General Inquiry
TKT-102672,High,Low,1,False Alarm,-2,18,3,Billing
TKT-102673,High,Low,1,False Alarm,-2,10,5,General Inquiry
TKT-102674,Low,Low,0,Consistent,0,23,4,Billing
TKT-102675,Low,Low,0,Consistent,0,11,5,Account
TKT-102676,Medium,Low,1,False Alarm,-1,13,4,Technical
TKT-102677,Medium,Low,1,False Alarm,-1,7,5,Technical
TKT-102678,Medium,Medium,0,Consistent,0,120,2,General Inquiry
TKT-102679,Low,Low,0,Consistent,0,120,3,Billing
TKT-102680,Medium,Low,1,False Alarm,-1,13,4,General Inquiry
TKT-102681,Low,Low,0,Consistent,0,3,4,Billing
TKT-102682,Low,Medium,1,Hidden Crisis,1,120,5,Technical
TKT-102683,Medium,Low,1,False Alarm,-1,41,4,Technical
TKT-102684,Medium,Low,1,False Alarm,-1,5,3,Billing
TKT-102685,Low,Low,0,Consistent,0,26,1,General Inquiry
TKT-102686,Low,Low,0,Consistent,0,1,5,General Inquiry
TKT-102687,Low,Low,0,Consistent,0,9,5,General Inquiry
TKT-102688,Medium,Low,1,False Alarm,-1,13,1,General Inquiry
TKT-102689,Low,Low,0,Consistent,0,54,5,Account
TKT-102690,Low,Low,0,Consistent,0,103,5,Billing
TKT-102691,Low,Low,0,Consistent,0,34,4,Account
TKT-102692,Low,Low,0,Consistent,0,48,4,Account
TKT-102693,Medium,Low,1,False Alarm,-1,1,4,General Inquiry
TKT-102694,Medium,Low,1,False Alarm,-1,49,4,Account
TKT-102695,Medium,Medium,0,Consistent,0,106,1,Technical
TKT-102696,Low,Low,0,Consistent,0,20,1,Billing
TKT-102697,Low,Low,0,Consistent,0,43,4,Account
TKT-102698,Medium,Medium,0,Consistent,0,34,5,Technical
TKT-102699,Medium,Low,1,False Alarm,-1,103,5,General Inquiry
TKT-102700,Medium,Low,1,False Alarm,-1,36,4,General Inquiry
TKT-102701,Low,Low,0,Consistent,0,33,1,Billing
TKT-102702,Medium,Medium,0,Consistent,0,43,5,Technical
TKT-102703,Low,Low,0,Consistent,0,17,4,General Inquiry
TKT-102704,Medium,Low,1,False Alarm,-1,51,5,Technical
TKT-102705,Low,Low,0,Consistent,0,8,4,General Inquiry
TKT-102706,Critical,Low,1,False Alarm,-3,1,4,Fraud
TKT-102707,Medium,Medium,0,Consistent,0,34,4,Technical
TKT-102708,Low,Low,0,Consistent,0,65,4,Account
